FID,OBJECTID,barcode,species_co,fish_count,site_alias,start_date,start_time,finish_date,finish_time,adj_lat,adj_long1,water_dept,water_temp,code_meani,common_nam,code,family_nam,scientific,taxonomic_,code_statu,adj_long2,x,y,code_mean
800,801,2.02E+15,CARP,1,CAWS_Brandon,9/7/2016,9:05:00,9/7/2016,9:29:00,41.51013827,41.51013827, ,79.9, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09320068,909534.0239,4607027.173,Commercial gill net
850,851,2.02E+15,CARP,1,CAWS_Brandon,9/7/2016,10:19:00,9/7/2016,10:40:00,41.54010977,41.54010977, ,79.9, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08260345,910232.1152,4610406.666,Commercial gill net
851,852,2.02E+15,CARP,1,CAWS_Brandon,9/7/2016,10:19:00,9/7/2016,10:40:00,41.54010977,41.54010977, ,79.9, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08260345,910232.1152,4610406.666,Commercial gill net
852,853,2.02E+15,CARP,1,CAWS_Brandon,9/7/2016,10:19:00,9/7/2016,10:40:00,41.54010977,41.54010977, ,79.9, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08260345,910232.1152,4610406.666,Commercial gill net
853,854,2.02E+15,CARP,1,CAWS_Brandon,9/7/2016,10:19:00,9/7/2016,10:40:00,41.54010977,41.54010977, ,79.9, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08260345,910232.1152,4610406.666,Commercial gill net
854,855,2.02E+15,CARP,1,CAWS_Brandon,9/7/2016,10:19:00,9/7/2016,10:40:00,41.54010977,41.54010977, ,79.9, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08260345,910232.1152,4610406.666,Commercial gill net
855,856,2.02E+15,CARP,1,CAWS_Brandon,9/7/2016,10:19:00,9/7/2016,10:40:00,41.54010977,41.54010977, ,79.9, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08260345,910232.1152,4610406.666,Commercial gill net
856,857,2.02E+15,CARP,1,CAWS_Brandon,9/7/2016,10:19:00,9/7/2016,10:40:00,41.54010977,41.54010977, ,79.9, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08260345,910232.1152,4610406.666,Commercial gill net
857,858,2.02E+15,CARP,1,CAWS_Brandon,9/7/2016,10:19:00,9/7/2016,10:40:00,41.54010977,41.54010977, ,79.9, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08260345,910232.1152,4610406.666,Commercial gill net
858,859,2.02E+15,CARP,0,CAWS_Brandon,9/7/2016,10:44:00,9/7/2016,10:58:00,41.54014227,41.54014227, ,79.9, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08329773,910167.5677,4610406.606,Commercial gill net
887,888,2.02E+15,CARP,2,Bran,9/21/2016,12:55:00,9/23/2016,9:05:00,41.54996755,41.54996755, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.07920074,910446.3879,4611517.363,"Hoop netting, 6' diameter"
775,776,2.02E+15,CARP,1,CAWS_Brandon,10/5/2016,12:45:00,10/5/2016,13:00:00,41.50665557,41.50665557, ,68, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09700012,909239.8289,4606622.37,Commercial gill net
776,777,2.02E+15,CARP,1,CAWS_Brandon,10/5/2016,12:45:00,10/5/2016,13:00:00,41.50665557,41.50665557, ,68, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09700012,909239.8289,4606622.37,Commercial gill net
862,863,2.02E+15,CARP,1,BRAND FS3,10/10/2016,13:42:00,10/10/2016,13:57:00,41.54014227,41.54014227, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08329773,910167.5677,4610406.606,Day electrofishing (DC)
888,889,2.02E+15,CARP,2,BRAND FS2,10/10/2016,12:54:00,10/10/2016,13:09:00,41.54996755,41.54996755, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.07920074,910446.3879,4611517.363,Day electrofishing (DC)
901,902,2.02E+15,CARP,2,BRAND FS1,10/10/2016,12:27:00,10/10/2016,12:42:00,41.56072998,41.56072998, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.07710266,910553.0751,4612722.736,Day electrofishing (DC)
777,778,2.02E+15,CARP,1,Brandon Pool F3,10/18/2016,9:03:00,10/18/2016,9:32:00,41.50665557,41.50665557, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09700012,909239.8289,4606622.37,Commercial gill net
780,781,2.02E+15,CARP,1,BRAND RS83,10/18/2016,14:06:00,10/18/2016,14:21:00,41.50665557,41.50665557, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09700012,909239.8289,4606622.37,Day electrofishing (DC)
805,806,2.02E+15,CARP,1,Brandon Pool T2,10/18/2016,9:54:00,10/18/2016,10:06:00,41.51020898,41.51020898, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09149933,909677.2083,4607043.201,Commercial gill net
863,864,2.02E+15,CARP,2,BRAND RS81,10/18/2016,13:18:00,10/18/2016,13:33:00,41.54014227,41.54014227, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08329773,910167.5677,4610406.606,Day electrofishing (DC)
889,890,2.02E+15,CARP,8,BRAND RS85,10/18/2016,12:35:00,10/18/2016,12:50:00,41.54996755,41.54996755, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.07920074,910446.3879,4611517.363,Day electrofishing (DC)
778,779,2.02E+15,CARP,1,CAWS_Brandon,10/20/2016,8:06:00,10/20/2016,8:26:00,41.50665557,41.50665557, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09700012,909239.8289,4606622.37,Commercial gill net
779,780,2.02E+15,CARP,1,CAWS_Brandon,10/20/2016,8:30:00,10/20/2016,8:49:00,41.50665557,41.50665557, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09700012,909239.8289,4606622.37,Commercial gill net
861,862,2.02E+15,CARP,1,CAWS_Brandon,10/20/2016,11:57:00,10/20/2016,12:18:00,41.54014227,41.54014227, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08329773,910167.5677,4610406.606,Commercial gill net
816,817,2.02E+15,CARP,2,BRAND FS2,11/2/2016,13:37:00,11/2/2016,13:52:00,41.52003811,41.52003811, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08750153,909945.2821,4608153.721,Day electrofishing (DC)
817,818,2.02E+15,CARP,1,BRAND RS91,11/2/2016,12:24:00,11/2/2016,12:39:00,41.52007074,41.52007074, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08830261,909880.4753,4608153.664,Day electrofishing (DC)
818,819,2.02E+15,CARP,3,BRAND RS95,11/2/2016,12:43:00,11/2/2016,12:58:00,41.52007074,41.52007074, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08830261,909880.4753,4608153.664,Day electrofishing (DC)
819,820,2.02E+15,CARP,2,BRDTS4,11/2/2016,9:23:00,11/2/2016,9:40:00,41.52007074,41.52007074, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08830261,909880.4753,4608153.664,Commercial gill net
832,833,2.02E+15,CARP,3,BRAND FS3,11/2/2016,14:20:00,11/2/2016,14:35:00,41.5304186,41.5304186, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08460236,910125.9405,4609320.717,Day electrofishing (DC)
904,905,2.02E+15,CARP,1,CAWS_Brandon,3/14/2017,8:15:00,3/14/2017,8:20:00,41.5049551,41.5049551, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.10040283,908963.2715,4606417.175,Commercial gill net
905,906,2.02E+15,CARP,1,CAWS_Brandon,3/14/2017,8:35:00,3/14/2017,8:50:00,41.50551468,41.50551468, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09929657,909050.8239,4606484.501,Commercial gill net
906,907,2.02E+15,CARP,1,CAWS_Brandon,3/14/2017,8:35:00,3/14/2017,8:50:00,41.50551468,41.50551468, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09929657,909050.8239,4606484.501,Commercial gill net
907,908,2.02E+15,CARP,1,CAWS_Brandon,3/14/2017,8:35:00,3/14/2017,8:50:00,41.50551468,41.50551468, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09929657,909050.8239,4606484.501,Commercial gill net
908,909,2.02E+15,CARP,1,CAWS_Brandon,3/14/2017,8:35:00,3/14/2017,8:50:00,41.50551468,41.50551468, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09929657,909050.8239,4606484.501,Commercial gill net
978,979,2.02E+15,CARP,1,CAWS_Brandon,3/14/2017,9:45:00,3/14/2017,9:55:00,41.5085164,41.5085164, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09600067,909305.3134,4606833.442,Commercial gill net
979,980,2.02E+15,CARP,1,CAWS_Brandon,3/14/2017,9:45:00,3/14/2017,9:55:00,41.5085164,41.5085164, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09600067,909305.3134,4606833.442,Commercial gill net
980,981,2.02E+15,CARP,1,CAWS_Brandon,3/14/2017,9:45:00,3/14/2017,9:55:00,41.5085164,41.5085164, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09600067,909305.3134,4606833.442,Commercial gill net
981,982,2.02E+15,CARP,1,CAWS_Brandon,3/14/2017,9:45:00,3/14/2017,9:55:00,41.5085164,41.5085164, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09600067,909305.3134,4606833.442,Commercial gill net
1009,1010,2.02E+15,CARP,1,CAWS_Brandon,3/14/2017,10:00:00,3/14/2017,10:10:00,41.52085375,41.52085375, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08799744,909900.1908,4608242.038,Commercial gill net
1024,1025,2.02E+15,CARP,1,CAWS_Brandon,3/14/2017,10:14:00,3/14/2017,10:30:00,41.53036658,41.53036658, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08570099,910030.8355,4609309.497,Commercial gill net
1025,1026,2.02E+15,CARP,1,CAWS_Brandon,3/14/2017,10:14:00,3/14/2017,10:30:00,41.53036658,41.53036658, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08570099,910030.8355,4609309.497,Commercial gill net
1026,1027,2.02E+15,CARP,1,CAWS_Brandon,3/14/2017,10:14:00,3/14/2017,10:30:00,41.53036658,41.53036658, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08570099,910030.8355,4609309.497,Commercial gill net
1027,1028,2.02E+15,CARP,1,CAWS_Brandon,3/14/2017,10:14:00,3/14/2017,10:30:00,41.53036658,41.53036658, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08570099,910030.8355,4609309.497,Commercial gill net
1028,1029,2.02E+15,CARP,1,CAWS_Brandon,3/14/2017,10:14:00,3/14/2017,10:30:00,41.53036658,41.53036658, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08570099,910030.8355,4609309.497,Commercial gill net
1029,1030,2.02E+15,CARP,1,CAWS_Brandon,3/14/2017,10:14:00,3/14/2017,10:30:00,41.53036658,41.53036658, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08570099,910030.8355,4609309.497,Commercial gill net
903,904,2.02E+15,CARP,1,CAWS_Brandon,3/15/2017,8:47:00,3/15/2017,9:10:00,41.50551468,41.50551468, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09929657,909050.8239,4606484.501,Commercial gill/trammel net
1047,1048,2.02E+15,CARP,2,CAWS_Brandon,3/15/2017,9:50:00,3/15/2017,10:07:00,41.54007326,41.54007326, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08329773,910169.3436,4610399.017,Commercial gill/trammel net
914,915,2.02E+15,CARP,10,CAWS.Brandon,4/5/2017,9:26:00,4/5/2017,9:45:00,41.50551468,41.50551468, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09929657,909050.8239,4606484.501,Commercial gill net
915,916,2.02E+15,CARP,2,CAWS.Brandon,4/5/2017,10:48:00,4/5/2017,11:04:00,41.50551468,41.50551468, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09929657,909050.8239,4606484.501,Commercial gill net
982,983,2.02E+15,CARP,5,BRAND FS4,4/5/2017,14:17:00,4/5/2017,14:32:00,41.5085164,41.5085164, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09600067,909305.3134,4606833.442,Day electrofishing (DC)
983,984,2.02E+15,CARP,1,BRAND RS3,4/5/2017,10:25:00,4/5/2017,10:40:00,41.5085164,41.5085164, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09600067,909305.3134,4606833.442,Day electrofishing (DC)
1010,1011,2.02E+15,CARP,1,BRAND RS1,4/5/2017,14:00:00,4/5/2017,14:15:00,41.52085375,41.52085375, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08799744,909900.1908,4608242.038,Day electrofishing (DC)
1048,1049,2.02E+15,CARP,3,BRAND FS3,4/5/2017,13:37:00,4/5/2017,13:52:00,41.54007326,41.54007326, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08329773,910169.3436,4610399.017,Day electrofishing (DC)
1059,1060,2.02E+15,CARP,18,BRAND FS2,4/5/2017,12:49:00,4/5/2017,13:04:00,41.54993241,41.54993241, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.07859802,910498.2988,4611516.412,Day electrofishing (DC)
1078,1079,2.02E+15,CARP,2,BRAND FS1,4/5/2017,12:30:00,4/5/2017,12:45:00,41.55996777,41.55996777, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.07720184,910551.1627,4612637.692,Day electrofishing (DC)
909,910,2.02E+15,CARP,11,Brandon Pool T2,4/6/2017,8:49:00,4/6/2017,9:50:00,41.50551468,41.50551468, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09929657,909050.8239,4606484.501,Commercial gill net
910,911,2.02E+15,CARP,4,Brandon Pool T4,4/6/2017,10:52:00,4/6/2017,12:49:00,41.50551468,41.50551468, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09929657,909050.8239,4606484.501,Commercial gill net
984,985,2.02E+15,CARP,1,BRAND RS8,4/6/2017,10:07:00,4/6/2017,10:22:00,41.51095681,41.51095681, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09159851,909664.486,4607125.807,Day electrofishing (DC)
1060,1061,2.02E+15,CARP,2,BRAND RS4,4/6/2017,9:28:00,4/6/2017,9:43:00,41.54993241,41.54993241, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.07859802,910498.2988,4611516.412,Day electrofishing (DC)
1061,1062,2.02E+15,CARP,5,BRAND RS5,4/6/2017,9:05:00,4/6/2017,9:20:00,41.54993241,41.54993241, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.07859802,910498.2988,4611516.412,Day electrofishing (DC)
1062,1063,2.02E+15,CARP,8,BRAND RS7,4/6/2017,13:50:00,4/6/2017,14:05:00,41.54993241,41.54993241, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.07859802,910498.2988,4611516.412,Day electrofishing (DC)
918,919,2.02E+15,CARP,1,BRAND FS4,4/21/2017,12:51:00,4/21/2017,13:06:00,41.50551468,41.50551468, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09929657,909050.8239,4606484.501,Day electrofishing (DC)
1050,1051,2.02E+15,CARP,4,BRAND RS15,4/21/2017,13:11:00,4/21/2017,13:26:00,41.54007326,41.54007326, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08329773,910169.3436,4610399.017,Day electrofishing (DC)
1063,1064,2.02E+15,CARP,1,BRAND FS2,4/21/2017,11:57:00,4/21/2017,12:12:00,41.54993241,41.54993241, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.07859802,910498.2988,4611516.412,Day electrofishing (DC)
1064,1065,2.02E+15,CARP,2,BRAND RS10,4/21/2017,12:32:00,4/21/2017,12:47:00,41.55,41.55, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08000183,910381.97,4611517.3,Day electrofishing (DC)
911,912,2.02E+15,CARP,3,CAWS_Brandon,4/25/2017,8:40:00,4/25/2017,8:57:00,41.5049551,41.5049551, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.10040283,908963.2715,4606417.175,Commercial gill net
912,913,2.02E+15,CARP,7,CAWS_Brandon,4/25/2017,12:36:00,4/25/2017,12:55:00,41.5049551,41.5049551, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.10040283,908963.2715,4606417.175,Commercial gill net
913,914,2.02E+15,CARP,1,CAWS_Brandon,4/25/2017,12:36:00,4/25/2017,12:55:00,41.5049551,41.5049551, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.10040283,908963.2715,4606417.175,Commercial gill net
1030,1031,2.02E+15,CARP,1,CAWS_Brandon,4/26/2017,11:27:00,4/26/2017,11:55:00,41.53036658,41.53036658, ,65.7, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08570099,910030.8355,4609309.497,Commercial gill net
1049,1050,2.02E+15,CARP,1,CAWS_Brandon,4/26/2017,9:22:00,4/26/2017,10:04:00,41.54007326,41.54007326, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08329773,910169.3436,4610399.017,Commercial gill net
916,917,2.02E+15,CARP,7,Brandon Pool T1,4/27/2017,8:39:00,4/27/2017,9:40:00,41.5049551,41.5049551, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.10040283,908963.2715,4606417.175,Commercial gill net
917,918,2.02E+15,CARP,1,Brandon Pool T4,4/27/2017,11:45:00,4/27/2017,13:00:00,41.5049551,41.5049551, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.10040283,908963.2715,4606417.175,Commercial gill net
985,986,2.02E+15,CARP,12,Brandon Pool T2,4/27/2017,9:45:00,4/27/2017,10:27:00,41.51095681,41.51095681, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09159851,909664.486,4607125.807,Commercial gill net
1011,1012,2.02E+15,CARP,5,Brandon Pool T3,4/27/2017,10:38:00,4/27/2017,11:30:00,41.52085375,41.52085375, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08799744,909900.1908,4608242.038,Commercial gill net
961,962,2.02E+15,CARP,2,CAWS_Brandon,5/3/2017,12:33:00,5/3/2017,12:48:00,41.5049551,41.5049551, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.10040283,908963.2715,4606417.175,Day electrofishing (DC)
994,995,2.02E+15,CARP,1,CAWS_Brandon,5/3/2017,14:57:00,5/3/2017,15:12:00,41.51019692,41.51019692, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09380341,909478.6159,4607030.557,Day electrofishing (DC)
1052,1053,2.02E+15,CARP,1,CAWS_Brandon,5/3/2017,11:45:00,5/3/2017,12:00:00,41.54007326,41.54007326, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08329773,910169.3436,4610399.017,Day electrofishing (DC)
1068,1069,2.02E+15,CARP,3,BRAN FS2,5/3/2017,13:46:00,5/3/2017,14:01:00,41.54993241,41.54993241, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.07859802,910498.2988,4611516.412,Day electrofishing (DC)
1070,1071,2.02E+15,CARP,4,CAWS_Brandon,5/3/2017,11:29:00,5/3/2017,11:44:00,41.54993241,41.54993241, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.07859802,910498.2988,4611516.412,Day electrofishing (DC)
1071,1072,2.02E+15,CARP,1,CAWS_Brandon,5/3/2017,14:57:00,5/3/2017,15:12:00,41.54893181,41.54893181, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.07900238,910470.4207,4611403.32,Day electrofishing (DC)
1080,1081,2.02E+15,CARP,5,CAWS_Brandon,5/3/2017,13:22:00,5/3/2017,13:37:00,41.55996777,41.55996777, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.07720184,910551.1627,4612637.692,Day electrofishing (DC)
993,994,2.02E+15,CARP,4,BRAN EF FS4,5/16/2017,14:04:00,5/16/2017,14:19:00,41.5085164,41.5085164, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09600067,909305.3134,4606833.442,Day electrofishing (DC)
1051,1052,2.02E+15,CARP,6,BRAN EF FS3,5/16/2017,13:38:00,5/16/2017,13:53:00,41.54007326,41.54007326, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08329773,910169.3436,4610399.017,Day electrofishing (DC)
1067,1068,2.02E+15,CARP,3,BRAN EF FS2,5/16/2017,13:11:00,5/16/2017,13:26:00,41.54993241,41.54993241, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.07859802,910498.2988,4611516.412,Day electrofishing (DC)
1079,1080,2.02E+15,CARP,3,BRAN EF FS1,5/16/2017,12:50:00,5/16/2017,13:05:00,41.55996777,41.55996777, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.07720184,910551.1627,4612637.692,Day electrofishing (DC)
960,961,2.02E+15,CARP,6,BRAN EF RS29,5/18/2017,10:25:00,5/18/2017,10:40:00,41.50551468,41.50551468, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09929657,909050.8239,4606484.501,Day electrofishing (DC)
1069,1070,2.02E+15,CARP,3,BRAN EF RS30,5/18/2017,9:42:00,5/18/2017,9:57:00,41.54993241,41.54993241, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.07859802,910498.2988,4611516.412,Day electrofishing (DC)
986,987,2.02E+15,CARP,1,CAWS_Brandon,5/23/2017,12:30:00,5/23/2017,12:52:00,41.51095681,41.51095681, ,63.3, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09159851,909664.486,4607125.807,Commercial gill net
1012,1013,2.02E+15,CARP,1,CAWS_Brandon,5/23/2017,10:30:00,5/23/2017,10:53:00,41.52085375,41.52085375, ,62.1, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08799744,909900.1908,4608242.038,Commercial gill net
1013,1014,2.02E+15,CARP,1,CAWS_Brandon,5/23/2017,10:30:00,5/23/2017,10:53:00,41.52085375,41.52085375, ,62.1, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08799744,909900.1908,4608242.038,Commercial gill net
919,920,2.02E+15,CARP,3,CAWS.Brandon,5/24/2017,8:52:00,5/24/2017,9:09:00,41.5049551,41.5049551, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.10040283,908963.2715,4606417.175,Commercial gill net
920,921,2.02E+15,CARP,1,CAWS.Brandon,5/24/2017,9:15:00,5/24/2017,9:32:00,41.50551468,41.50551468, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09929657,909050.8239,4606484.501,Commercial gill net
987,988,2.02E+15,CARP,6,CAWS.Brandon,5/24/2017,10:03:00,5/24/2017,10:26:00,41.5085164,41.5085164, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09600067,909305.3134,4606833.442,Commercial gill net
988,989,2.02E+15,CARP,1,CAWS.Brandon,5/24/2017,12:09:00,5/24/2017,12:27:00,41.5085164,41.5085164, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09600067,909305.3134,4606833.442,Commercial gill net
1014,1015,2.02E+15,CARP,3,CAWS.Brandon,5/24/2017,11:00:00,5/24/2017,11:14:00,41.52085375,41.52085375, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08799744,909900.1908,4608242.038,Commercial gill net
1065,1066,2.02E+15,CARP,2,CAWS.Brandon,5/24/2017,11:28:00,5/24/2017,11:51:00,41.54993241,41.54993241, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.07859802,910498.2988,4611516.412,Commercial gill net
921,922,2.02E+15,CARP,35,Brandon Pool T2,5/26/2017,7:56:00,5/26/2017,8:26:00,41.50551468,41.50551468, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09929657,909050.8239,4606484.501,Commercial gill net
922,923,2.02E+15,CARP,8,Brandon Pool T3,5/26/2017,8:29:00,5/26/2017,8:59:00,41.50551468,41.50551468, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09929657,909050.8239,4606484.501,Commercial gill net
923,924,2.02E+15,CARP,1,CAWS_Brandon_RD_AS_1,6/6/2017,8:16:00,6/6/2017,8:44:00,41.5049551,41.5049551, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.10040283,908963.2715,4606417.175,Commercial gill/trammel net
924,925,2.02E+15,CARP,1,CAWS_Brandon_RD_AS_1,6/6/2017,8:16:00,6/6/2017,8:44:00,41.5049551,41.5049551, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.10040283,908963.2715,4606417.175,Commercial gill/trammel net
925,926,2.02E+15,CARP,1,CAWS_Brandon_RD_AS_1,6/6/2017,8:16:00,6/6/2017,8:44:00,41.5049551,41.5049551, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.10040283,908963.2715,4606417.175,Commercial gill/trammel net
926,927,2.02E+15,CARP,1,CAWS_Brandon_RD_AS_1,6/6/2017,8:16:00,6/6/2017,8:44:00,41.5049551,41.5049551, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.10040283,908963.2715,4606417.175,Commercial gill/trammel net
927,928,2.02E+15,CARP,1,CAWS_Brandon_RD_AS_1,6/6/2017,8:16:00,6/6/2017,8:44:00,41.5049551,41.5049551, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.10040283,908963.2715,4606417.175,Commercial gill/trammel net
